id,age,status,gender,drinks,drugs,education,ethnicity,income,last_online,location,offspring,smokes,city,country,age_group,state,messages_sent,profile_completion,account_age,preferred_age_range,relationship_intent,work_industry,self_rated_attractiveness
32747,29,single,m,socially,never,graduated from college/university,,-1,29/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,110,75,2,24-34,Serious,Education,1
32748,44,single,f,socially,never,,white,-1,28/06/2012,"oakland, california",has kids,no,, california,45-54,california,415,100,3,39-49,Marriage,Retail,1
32749,25,single,m,rarely,never,working on college/university,white,50000,30/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,421,82,9,20-30,Casual,Healthcare,9
32750,32,single,f,socially,never,graduated from masters program,white,-1,30/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,25-34,california,231,75,8,27-37,Marriage,Tech,8
32751,29,single,f,socially,,graduated from masters program,white,-1,12/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,439,71,6,24-34,Marriage,Healthcare,1
32752,39,single,m,socially,,graduated from college/university,"indian,other",-1,30/06/2012,"san francisco, california",,no,, california,35-44,california,237,52,7,34-44,Casual,Other,5
32753,29,single,m,rarely,never,graduated from masters program,indian,-1,01/11/2011,"menlo park, california",,no,, california,25-34,california,196,80,1,24-34,Casual,Tech,6
32754,24,single,m,rarely,never,working on law school,,-1,30/06/2012,"san mateo, california",,no,, california,25-34,california,272,63,1,19-29,Casual,Healthcare,6
32755,36,single,m,socially,,graduated from college/university,white,-1,09/03/2012,"san francisco, california",,trying to quit,, california,35-44,california,85,67,2,31-41,Marriage,Retail,10
32756,28,single,m,socially,never,graduated from masters program,white,-1,23/02/2012,"palo alto, california",,no,, california,25-34,california,294,83,6,23-33,Marriage,Tech,1
32757,25,single,m,very often,,dropped out of college/university,white,40000,30/06/2012,"san francisco, california",doesn't have kids,when drinking,, california,25-34,california,40,89,7,20-30,Casual,Retail,1
32758,43,single,m,socially,never,graduated from college/university,white,-1,30/06/2012,"san francisco, california",,no,, california,35-44,california,47,66,2,38-48,Marriage,Other,1
32759,44,single,m,rarely,never,,white,-1,30/06/2012,"san bruno, california",,no,, california,45-54,california,465,90,3,39-49,Marriage,Education,4
32760,22,single,m,socially,,dropped out of college/university,white,-1,11/05/2012,"san francisco, california",,,, california,18-24,california,411,61,2,18-27,Marriage,Finance,5
32761,44,single,m,socially,never,,white,-1,04/01/2012,"pacifica, california",has kids,sometimes,, california,45-54,california,76,88,2,39-49,Marriage,Tech,8
32762,25,single,f,often,sometimes,working on college/university,white,-1,28/05/2012,"san francisco, california",doesn't want kids,yes,, california,25-34,california,177,82,1,20-30,Marriage,Healthcare,7
32763,27,single,f,socially,never,graduated from college/university,white,-1,30/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,489,81,1,22-32,Casual,Healthcare,9
32764,42,single,m,socially,,graduated from college/university,white,-1,25/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,35-44,california,256,70,8,37-47,Casual,Other,9
32765,27,single,m,socially,never,graduated from masters program,white,-1,12/06/2012,"san francisco, california",,no,, california,25-34,california,116,63,2,22-32,Serious,Retail,5
32766,31,single,f,socially,never,graduated from college/university,indian,-1,26/06/2012,"san francisco, california",,,, california,25-34,california,433,51,8,26-36,Marriage,Other,4
32767,53,single,f,often,never,,white,-1,21/02/2012,"san francisco, california",,no,, california,45-54,california,18,98,9,48-58,Marriage,Other,3
32768,50,single,f,socially,never,graduated from college/university,middleeastern,-1,29/06/2012,"san mateo, california",,no,, california,45-54,california,481,56,8,45-55,Casual,Other,9
32769,35,single,f,socially,,graduated from ph.d program,,-1,30/06/2012,"san francisco, california","doesn't have kids, but might want them",,, california,35-44,california,58,64,4,30-40,Serious,Education,8
32770,28,single,f,often,,graduated from college/university,white,-1,21/01/2012,"san francisco, california",,no,, california,25-34,california,195,80,9,23-33,Marriage,Other,1
32771,35,single,f,socially,never,graduated from college/university,asian,-1,30/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,35-44,california,106,77,1,30-40,Marriage,Tech,7
32772,39,single,m,socially,,working on space camp,white,-1,26/07/2011,"san francisco, california",doesn't want kids,no,, california,35-44,california,450,90,3,34-44,Casual,Healthcare,6
32773,33,available,m,socially,,graduated from college/university,white,-1,30/06/2012,"vallejo, california","doesn't have kids, and doesn't want any",,, california,25-34,california,424,57,3,28-38,Casual,Finance,8
32774,32,single,f,rarely,never,graduated from college/university,white,-1,02/03/2012,"san francisco, california",doesn't want kids,no,, california,25-34,california,393,56,6,27-37,Marriage,Finance,7
32775,24,single,m,socially,,working on college/university,white,-1,15/06/2012,"walnut creek, california",,no,, california,25-34,california,283,85,6,19-29,Casual,Other,2
32776,49,single,m,socially,never,high school,hispani,20000,11/01/2012,"hayward, california",,no,, california,45-54,california,33,59,7,44-54,Serious,Finance,3
32777,25,single,m,socially,,graduated from college/university,white,-1,28/05/2012,"san francisco, california",,no,, california,25-34,california,294,88,7,20-30,Casual,Education,1
32778,32,single,f,socially,never,working on two-year college,black,-1,11/05/2012,"oakland, california",has kids,no,, california,25-34,california,494,96,9,27-37,Casual,Finance,10
32779,37,single,f,often,never,graduated from med school,white,-1,28/06/2012,"san francisco, california","doesn't have kids, and doesn't want any",no,, california,35-44,california,250,79,6,32-42,Marriage,Education,10
32780,32,single,m,,,college/university,"white,other",-1,30/06/2012,"san francisco, california",doesn't have kids,,, california,25-34,california,125,94,2,27-37,Serious,Education,9
32781,38,single,m,socially,never,graduated from college/university,white,40000,23/12/2011,"san francisco, california",,no,, california,35-44,california,338,89,5,33-43,Marriage,Tech,3
32782,28,single,m,socially,never,working on masters program,hispani,-1,17/06/2012,"berkeley, california",,no,, california,25-34,california,105,90,1,23-33,Marriage,Retail,5
32783,32,single,m,socially,never,graduated from college/university,white,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,439,90,3,27-37,Casual,Retail,1
32784,25,single,m,socially,,graduated from college/university,white,-1,30/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,179,54,4,20-30,Serious,Tech,2
32785,39,single,m,,never,graduated from college/university,hispani,-1,11/11/2011,"san francisco, california",,,, california,35-44,california,109,70,5,34-44,Serious,Other,4
32786,36,single,m,socially,never,graduated from college/university,pacificislander,-1,06/06/2012,"san francisco, california",,no,, california,35-44,california,227,55,8,31-41,Serious,Retail,7
32787,37,single,f,socially,never,graduated from ph.d program,white,-1,28/06/2012,"san francisco, california",,no,, california,35-44,california,120,65,4,32-42,Serious,Healthcare,10
32788,49,single,m,socially,never,graduated from college/university,white,-1,29/06/2012,"san francisco, california",has kids,no,, california,45-54,california,106,65,8,44-54,Casual,Retail,8
32789,29,single,f,socially,never,working on college/university,"middleeastern,white",30000,30/06/2012,"san mateo, california",,sometimes,, california,25-34,california,130,73,8,24-34,Marriage,Education,5
32790,54,single,m,socially,never,graduated from college/university,white,-1,25/02/2012,"san francisco, california","doesn't have kids, and doesn't want any",no,, california,55-64,california,22,95,7,49-59,Casual,Retail,5
32791,50,single,f,rarely,never,graduated from masters program,other,-1,30/06/2012,"san francisco, california",doesn't have kids,no,, california,45-54,california,144,68,9,45-55,Marriage,Retail,2
32792,29,single,f,socially,never,graduated from college/university,asian,-1,14/06/2012,"san francisco, california",,no,, california,25-34,california,326,68,9,24-34,Casual,Finance,2
32793,30,single,f,socially,,graduated from masters program,white,-1,05/06/2012,"san francisco, california",,no,, california,25-34,california,153,97,7,25-35,Casual,Tech,9
32794,52,single,f,socially,never,graduated from college/university,white,-1,28/06/2012,"larkspur, california","has kids, but doesn't want more",no,, california,45-54,california,106,86,6,47-57,Casual,Other,4
32795,33,single,f,often,never,,white,-1,19/03/2012,"berkeley, california",,no,, california,25-34,california,145,82,3,28-38,Marriage,Healthcare,2
32796,43,single,m,socially,,graduated from ph.d program,white,-1,14/06/2012,"berkeley, california",,no,, california,35-44,california,251,54,1,38-48,Serious,Education,3
32797,32,single,m,,never,graduated from college/university,asian,-1,05/09/2011,"san francisco, california",,,, california,25-34,california,493,58,2,27-37,Casual,Education,7
32798,33,single,m,socially,never,graduated from college/university,,30000,25/11/2011,"san francisco, california",,sometimes,, california,25-34,california,301,70,5,28-38,Marriage,Finance,3
32799,25,single,m,socially,never,graduated from college/university,white,-1,29/06/2012,"san francisco, california",,no,, california,25-34,california,69,56,9,20-30,Marriage,Education,1
32801,26,single,m,often,sometimes,graduated from college/university,white,-1,08/08/2011,"san francisco, california",,when drinking,, california,25-34,california,92,74,7,21-31,Casual,Other,5
32802,20,single,m,socially,often,working on space camp,"pacificislander,white",80000,16/06/2012,"san francisco, california","has a kid, but doesn't want more",trying to quit,, california,18-24,california,136,96,6,18-25,Casual,Other,10
32803,28,single,m,socially,,,white,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,373,70,7,23-33,Marriage,Finance,1
32804,36,single,f,socially,never,graduated from college/university,asian,-1,30/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,35-44,california,162,93,6,31-41,Marriage,Tech,2
32805,50,single,m,often,never,graduated from law school,white,-1,30/06/2012,"san francisco, california",doesn't have kids,no,, california,45-54,california,80,62,5,45-55,Serious,Education,6
32806,44,single,m,socially,never,graduated from masters program,asian,-1,08/06/2012,"san francisco, california",,no,, california,45-54,california,315,99,6,39-49,Casual,Other,7
32807,40,single,f,,never,,indian,-1,24/06/2012,"emeryville, california",,,, california,35-44,california,75,70,1,35-45,Casual,Tech,2
32808,43,single,f,socially,never,graduated from ph.d program,white,100000,27/06/2012,"san francisco, california",,no,, california,35-44,california,62,59,5,38-48,Marriage,Retail,4
32809,34,single,m,often,,,,-1,25/06/2012,"san francisco, california",,when drinking,, california,35-44,california,99,73,1,29-39,Marriage,Retail,7
32810,39,single,m,socially,never,graduated from college/university,asian,-1,27/10/2011,"san francisco, california",,when drinking,, california,35-44,california,435,76,5,34-44,Serious,Healthcare,9
32811,30,single,f,socially,never,graduated from college/university,,-1,28/06/2011,"san francisco, california",,no,, california,25-34,california,47,82,2,25-35,Casual,Healthcare,5
32812,50,single,m,rarely,sometimes,,white,-1,28/06/2012,"san francisco, california",,no,, california,45-54,california,444,75,5,45-55,Marriage,Retail,3
32813,21,single,m,socially,,working on college/university,white,-1,31/03/2012,"san francisco, california",,sometimes,, california,18-24,california,407,85,4,18-26,Casual,Finance,3
32814,39,single,m,socially,sometimes,graduated from college/university,white,-1,26/06/2012,"san francisco, california",,no,, california,35-44,california,73,66,4,34-44,Marriage,Finance,3
32815,27,single,m,socially,never,graduated from college/university,indian,-1,31/07/2011,"san francisco, california",,sometimes,, california,25-34,california,313,70,6,22-32,Marriage,Retail,6
32816,29,seeing someone,m,socially,,graduated from college/university,"white,other",-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,191,94,8,24-34,Marriage,Healthcare,9
32817,31,single,m,socially,never,working on college/university,asian,80000,25/06/2012,"san francisco, california",has kids,no,, california,25-34,california,29,51,6,26-36,Serious,Healthcare,4
32818,39,single,m,socially,never,graduated from ph.d program,white,100000,30/06/2012,"san francisco, california",,no,, california,35-44,california,156,64,1,34-44,Serious,Finance,9
32819,28,single,m,socially,never,graduated from masters program,,100000,29/06/2012,"san francisco, california",,no,, california,25-34,california,486,93,9,23-33,Serious,Healthcare,7
32820,24,single,m,socially,never,graduated from masters program,indian,-1,14/03/2012,"castro valley, california",,when drinking,, california,25-34,california,265,51,4,19-29,Serious,Education,6
32821,33,single,m,socially,never,graduated from med school,white,-1,28/06/2012,"berkeley, california",has a kid,no,, california,25-34,california,255,56,7,28-38,Casual,Tech,9
32822,21,single,m,socially,never,working on two-year college,white,-1,29/06/2012,"san francisco, california","doesn't have kids, and doesn't want any",no,, california,18-24,california,38,85,1,18-26,Marriage,Retail,10
32823,32,single,f,socially,never,graduated from masters program,,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,54,95,9,27-37,Marriage,Finance,9
32824,37,single,m,socially,never,,asian,-1,26/06/2012,"san francisco, california",,no,, california,35-44,california,27,99,3,32-42,Serious,Education,8
32825,44,single,m,socially,never,dropped out of space camp,white,-1,25/06/2012,"san francisco, california",,no,, california,45-54,california,401,92,3,39-49,Marriage,Finance,7
32826,30,single,m,socially,never,graduated from college/university,white,-1,27/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,424,81,8,25-35,Serious,Finance,5
32827,42,single,f,socially,never,graduated from college/university,,-1,10/03/2012,"vallejo, california",doesn't have kids,no,, california,35-44,california,117,52,2,37-47,Marriage,Other,4
32828,41,single,m,very often,sometimes,graduated from college/university,white,500000,26/06/2012,"san francisco, california",doesn't want kids,no,, california,35-44,california,369,52,9,36-46,Serious,Retail,7
32829,53,seeing someone,m,socially,never,graduated from college/university,hispani,-1,29/06/2012,"san francisco, california",,no,, california,45-54,california,208,99,3,48-58,Casual,Education,8
32830,32,single,f,socially,never,graduated from college/university,white,-1,28/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,25-34,california,74,82,2,27-37,Casual,Retail,2
32831,41,single,m,socially,never,graduated from law school,asian,150000,19/05/2012,"san francisco, california",,,, california,35-44,california,64,94,5,36-46,Casual,Education,4
32832,38,single,m,socially,never,,,-1,30/06/2012,"vallejo, california","has a kid, and might want more",no,, california,35-44,california,336,74,9,33-43,Serious,Education,7
32833,22,single,m,,never,,,250000,23/03/2012,"san francisco, california","doesn't have kids, but wants them",,, california,18-24,california,355,86,9,18-27,Marriage,Finance,8
32834,28,single,m,often,,working on college/university,white,-1,18/05/2012,"san francisco, california","doesn't have kids, and doesn't want any",sometimes,, california,25-34,california,99,85,8,23-33,Marriage,Finance,3
32835,30,single,m,socially,never,working on med school,white,20000,19/10/2011,"san leandro, california",,no,, california,25-34,california,45,84,8,25-35,Serious,Retail,1
32836,30,single,f,often,never,graduated from masters program,white,-1,30/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,315,68,7,25-35,Serious,Finance,4
32837,39,single,m,socially,,graduated from college/university,other,-1,27/06/2012,"palo alto, california",doesn't have kids,no,, california,35-44,california,392,94,3,34-44,Marriage,Tech,5
32838,40,single,f,socially,never,graduated from masters program,white,-1,17/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,35-44,california,428,97,3,35-45,Casual,Healthcare,4
32839,23,single,f,socially,never,working on college/university,pacificislander,-1,30/06/2012,"san francisco, california",,no,, california,18-24,california,443,68,5,18-28,Serious,Retail,5
32840,29,seeing someone,f,socially,never,working on college/university,"black,nativeamerican,white",-1,11/06/2012,"san francisco, california",,no,, california,25-34,california,155,82,9,24-34,Casual,Education,4
32841,24,single,m,socially,sometimes,working on college/university,white,-1,29/06/2012,"san francisco, california",,no,, california,25-34,california,239,67,1,19-29,Serious,Education,8
32842,22,single,f,often,,,hispani,-1,30/06/2012,"berkeley, california",,,, california,18-24,california,352,76,3,18-27,Serious,Education,3
32843,29,single,m,socially,never,graduated from masters program,"black,white",-1,12/05/2012,"san francisco, california",,no,, california,25-34,california,258,79,9,24-34,Casual,Healthcare,4
32844,35,available,f,often,never,graduated from masters program,white,-1,24/08/2011,"san francisco, california",,no,, california,35-44,california,434,80,7,30-40,Marriage,Tech,7
32845,47,single,f,socially,never,graduated from college/university,asian,-1,30/06/2012,"berkeley, california",doesn't have kids,no,, california,45-54,california,135,88,2,42-52,Marriage,Tech,1
32846,24,single,m,socially,never,graduated from college/university,white,-1,24/06/2012,"san francisco, california",,no,, california,25-34,california,369,52,2,19-29,Casual,Education,10
32847,66,single,m,socially,never,graduated from college/university,white,150000,28/06/2012,"green brae, california",has kids,no,, california,65+,california,197,71,1,61-65,Serious,Other,5
32848,51,single,m,socially,never,graduated from college/university,hispani,40000,30/06/2012,"daly city, california",doesn't have kids,no,, california,45-54,california,186,59,3,46-56,Serious,Healthcare,8
32850,34,seeing someone,m,socially,,college/university,white,-1,03/04/2012,"san francisco, california",,no,, california,35-44,california,444,83,1,29-39,Casual,Retail,1
32851,38,single,m,often,never,graduated from college/university,,-1,29/06/2012,"san francisco, california",,no,, california,35-44,california,57,91,1,33-43,Marriage,Healthcare,3
32852,42,available,m,socially,never,graduated from college/university,white,1000000,30/06/2012,"san francisco, california",has kids,no,, california,35-44,california,69,67,3,37-47,Marriage,Tech,8
32853,28,single,m,socially,never,working on masters program,white,-1,21/06/2012,"san francisco, california",,no,, california,25-34,california,92,61,5,23-33,Serious,Other,7
32854,26,single,m,not at all,never,graduated from college/university,asian,-1,01/02/2012,"san francisco, california",,no,, california,25-34,california,228,95,8,21-31,Marriage,Education,2
32855,28,single,m,socially,,graduated from masters program,"hispani,white",-1,30/06/2012,"oakland, california",doesn't have kids,no,, california,25-34,california,395,81,5,23-33,Casual,Finance,6
32856,33,single,m,socially,never,graduated from masters program,white,-1,26/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,136,51,7,28-38,Marriage,Education,6
32857,32,single,m,socially,never,graduated from masters program,white,-1,20/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,25-34,california,104,66,9,27-37,Casual,Healthcare,7
32858,33,single,m,rarely,never,working on two-year college,white,-1,30/06/2012,"vallejo, california",,yes,, california,25-34,california,304,61,1,28-38,Marriage,Tech,5
32859,25,single,m,socially,never,working on masters program,"middleeastern,white",-1,29/06/2012,"san francisco, california",,when drinking,, california,25-34,california,338,56,5,20-30,Serious,Tech,5
32860,31,single,m,rarely,sometimes,dropped out of space camp,white,-1,30/06/2012,"oakland, california","doesn't have kids, but might want them",trying to quit,, california,25-34,california,16,64,2,26-36,Marriage,Healthcare,5
32861,31,single,m,often,sometimes,graduated from college/university,white,-1,30/06/2012,"san francisco, california",doesn't want kids,yes,, california,25-34,california,53,51,1,26-36,Marriage,Retail,6
32862,23,single,m,socially,never,graduated from high school,black,20000,14/03/2012,"oakland, california","has a kid, and wants more",yes,, california,18-24,california,111,76,7,18-28,Casual,Tech,2
32863,61,single,m,socially,,graduated from ph.d program,white,-1,17/06/2012,"san francisco, california",has kids,no,, california,55-64,california,171,75,7,56-65,Casual,Finance,7
32864,33,single,m,socially,never,graduated from masters program,white,-1,17/06/2012,"san francisco, california",,no,, california,25-34,california,415,74,1,28-38,Casual,Other,9
32865,28,single,f,socially,,graduated from college/university,white,80000,28/06/2012,"san francisco, california",,no,, california,25-34,california,418,61,7,23-33,Serious,Tech,7
32866,50,single,m,not at all,never,graduated from space camp,white,-1,27/06/2012,"san francisco, california",,no,, california,45-54,california,461,66,6,45-55,Serious,Healthcare,10
32867,45,single,m,socially,,graduated from masters program,white,-1,30/06/2012,"san francisco, california",doesn't have kids,no,, california,45-54,california,304,50,6,40-50,Marriage,Other,5
32868,47,married,m,not at all,never,working on two-year college,white,-1,23/06/2012,"san leandro, california",,no,, california,45-54,california,437,80,1,42-52,Casual,Finance,6
32869,33,available,m,,never,,asian,-1,05/04/2012,"san mateo, california",,no,, california,25-34,california,143,89,7,28-38,Marriage,Retail,9
32870,44,single,m,,,graduated from masters program,asian,-1,27/06/2012,"san francisco, california",,,, california,45-54,california,84,54,1,39-49,Casual,Tech,9
32871,35,single,m,socially,never,graduated from masters program,white,150000,30/06/2012,"san francisco, california",,no,, california,35-44,california,11,77,5,30-40,Marriage,Healthcare,9
32872,34,single,m,socially,never,masters program,indian,-1,30/06/2012,"san mateo, california",doesn't have kids,no,, california,35-44,california,251,77,1,29-39,Serious,Tech,9
32873,22,single,m,socially,never,working on college/university,"black,white",20000,03/06/2012,"san mateo, california",,trying to quit,, california,18-24,california,215,57,1,18-27,Casual,Finance,3
32874,25,single,m,socially,never,working on ph.d program,white,30000,17/06/2012,"stanford, california",,no,, california,25-34,california,125,63,8,20-30,Serious,Other,6
32875,28,single,m,socially,sometimes,graduated from college/university,"middleeastern,white",-1,29/06/2012,"el cerrito, california",,no,, california,25-34,california,97,55,5,23-33,Serious,Other,9
32876,27,single,m,socially,never,working on college/university,white,-1,30/06/2012,"san francisco, california",doesn't want kids,no,, california,25-34,california,391,67,5,22-32,Serious,Finance,1
32877,36,single,m,socially,sometimes,graduated from college/university,white,-1,29/06/2012,"san francisco, california",doesn't have kids,no,, california,35-44,california,491,86,3,31-41,Marriage,Healthcare,8
32878,43,single,m,socially,,,"asian,white",40000,26/06/2012,"san leandro, california",has a kid,no,, california,35-44,california,404,59,2,38-48,Marriage,Finance,7
32879,40,single,m,socially,never,graduated from college/university,hispani,20000,30/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,35-44,california,303,96,4,35-45,Marriage,Finance,5
32880,25,single,m,socially,never,graduated from college/university,asian,-1,14/06/2012,"san francisco, california",,no,, california,25-34,california,391,84,1,20-30,Serious,Retail,1
32881,32,single,m,socially,never,graduated from college/university,hispani,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,27,84,7,27-37,Marriage,Healthcare,9
32882,22,single,m,socially,never,working on college/university,asian,70000,15/06/2012,"berkeley, california",doesn't have kids,no,, california,18-24,california,335,66,8,18-27,Serious,Education,1
32883,48,single,m,rarely,never,graduated from masters program,white,-1,30/06/2012,"san francisco, california",has kids,no,, california,45-54,california,265,95,2,43-53,Marriage,Retail,6
32884,50,single,f,socially,,graduated from masters program,asian,-1,08/10/2011,"san francisco, california",,trying to quit,, california,45-54,california,51,76,1,45-55,Serious,Finance,3
32885,45,single,f,rarely,never,graduated from masters program,white,-1,30/06/2012,"burlingame, california",has a kid,no,, california,45-54,california,142,73,7,40-50,Serious,Retail,4
32886,21,single,f,socially,,working on college/university,asian,-1,30/06/2012,"san francisco, california",,no,, california,18-24,california,131,59,6,18-26,Casual,Education,9
32887,28,single,m,socially,never,working on masters program,asian,250000,10/04/2012,"walnut creek, california",doesn't have kids,no,, california,25-34,california,345,100,5,23-33,Casual,Healthcare,3
32888,48,single,f,socially,never,graduated from masters program,white,-1,20/06/2012,"san francisco, california",,no,, california,45-54,california,206,97,6,43-53,Serious,Finance,7
32889,22,single,m,socially,never,graduated from college/university,,100000,30/06/2012,"san francisco, california",doesn't have kids,no,, california,18-24,california,483,66,6,18-27,Serious,Healthcare,4
32890,33,single,f,socially,never,graduated from masters program,white,-1,24/06/2012,"san francisco, california",doesn't want kids,no,, california,25-34,california,479,94,9,28-38,Casual,Healthcare,8
32891,29,single,m,socially,never,graduated from law school,"asian,white",-1,22/06/2012,"san francisco, california",,no,, california,25-34,california,61,82,4,24-34,Marriage,Education,8
32892,39,single,m,often,,graduated from law school,,-1,30/06/2012,"san francisco, california",has a kid,no,, california,35-44,california,362,82,1,34-44,Marriage,Education,10
32893,30,single,f,socially,never,graduated from college/university,white,-1,30/06/2012,"boston, massachusetts",,no,, massachusetts,25-34,massachusetts,485,66,4,25-35,Casual,Healthcare,1
32894,47,single,m,,never,,white,-1,19/06/2012,"san bruno, california",,,, california,45-54,california,131,67,8,42-52,Marriage,Other,6
32895,30,single,f,socially,never,graduated from college/university,white,-1,19/06/2012,"oakland, california",,,, california,25-34,california,40,98,4,25-35,Serious,Finance,6
32896,41,single,m,not at all,,graduated from two-year college,"pacificislander,white",30000,29/06/2012,"san francisco, california","has kids, but doesn't want more",no,, california,35-44,california,200,93,5,36-46,Casual,Healthcare,8
32897,28,single,f,often,,graduated from college/university,"asian,indian,white",-1,29/06/2012,"longwood, florida",,no,, florida,25-34,florida,98,87,3,23-33,Serious,Other,9
32898,23,single,m,socially,sometimes,graduated from college/university,asian,20000,27/06/2012,"berkeley, california",,sometimes,, california,18-24,california,310,56,6,18-28,Serious,Retail,10
32899,19,single,m,socially,often,working on college/university,white,20000,29/06/2012,"walnut creek, california",doesn't have kids,yes,, california,18-24,california,283,98,9,18-24,Casual,Education,4
32900,27,single,m,socially,never,graduated from college/university,asian,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,356,75,5,22-32,Serious,Tech,1
32901,34,single,f,socially,,graduated from college/university,hispani,100000,30/06/2012,"san francisco, california",,no,, california,35-44,california,46,97,2,29-39,Casual,Tech,5
32902,24,single,m,socially,never,working on college/university,hispani,-1,30/06/2012,"oakland, california",,no,, california,25-34,california,136,50,3,19-29,Casual,Healthcare,4
32903,31,single,m,socially,never,graduated from college/university,white,80000,30/06/2012,"san francisco, california",,no,, california,25-34,california,129,60,3,26-36,Serious,Education,8
32904,38,single,m,socially,,graduated from law school,white,-1,30/06/2012,"san francisco, california",,no,, california,35-44,california,194,59,4,33-43,Casual,Healthcare,3
32905,21,single,m,socially,never,working on college/university,black,-1,29/06/2012,"san rafael, california",,no,, california,18-24,california,116,80,3,18-26,Casual,Tech,1
32906,37,single,f,socially,never,graduated from college/university,other,-1,30/06/2012,"san francisco, california",,no,, california,35-44,california,363,74,1,32-42,Casual,Other,10
32907,32,single,m,socially,never,,,-1,24/12/2011,"san francisco, california",,no,, california,25-34,california,431,50,9,27-37,Casual,Healthcare,4
32908,45,single,f,socially,never,graduated from masters program,"hispani,white",-1,29/06/2012,"san francisco, california",,no,, california,45-54,california,68,92,7,40-50,Marriage,Finance,9
32909,44,single,m,socially,never,graduated from masters program,white,100000,12/05/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,45-54,california,457,52,4,39-49,Serious,Finance,7
32910,23,single,m,socially,never,graduated from college/university,"asian,indian,white",-1,30/06/2012,"san francisco, california",,no,, california,18-24,california,27,97,9,18-28,Marriage,Tech,5
32911,25,single,m,rarely,never,working on masters program,asian,-1,02/06/2012,"san francisco, california",,no,, california,25-34,california,334,50,2,20-30,Casual,Finance,1
32912,27,single,m,socially,sometimes,working on masters program,hispani,-1,15/04/2012,"san francisco, california",,,, california,25-34,california,13,56,9,22-32,Marriage,Education,1
32913,19,single,m,not at all,never,working on college/university,black,20000,30/06/2012,"oakland, california",might want kids,no,, california,18-24,california,45,92,9,18-24,Serious,Retail,7
32914,22,single,m,rarely,sometimes,graduated from college/university,white,-1,14/05/2012,"san francisco, california",,sometimes,, california,18-24,california,470,98,2,18-27,Serious,Other,2
32915,28,single,m,often,,graduated from ph.d program,white,-1,30/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,396,100,7,23-33,Marriage,Other,5
32916,28,single,m,often,sometimes,graduated from college/university,asian,-1,11/04/2012,"san francisco, california",doesn't have kids,sometimes,, california,25-34,california,15,63,4,23-33,Marriage,Other,1
32917,24,single,m,socially,never,graduated from college/university,indian,100000,07/08/2011,"san francisco, california",,no,, california,25-34,california,477,72,5,19-29,Casual,Finance,9
32918,27,single,m,often,never,,white,-1,26/06/2012,"berkeley, california",doesn't have kids,no,, california,25-34,california,423,97,5,22-32,Marriage,Education,8
32919,37,single,m,socially,,working on space camp,white,-1,30/06/2012,"san francisco, california",has kids,no,, california,35-44,california,455,66,9,32-42,Serious,Retail,9
32920,23,single,m,socially,,graduated from college/university,white,-1,30/06/2012,"san francisco, california",,,, california,18-24,california,208,63,6,18-28,Casual,Education,1
32921,20,single,m,socially,,working on college/university,white,-1,29/11/2011,"belvedere tiburon, california",doesn't want kids,when drinking,, california,18-24,california,157,58,1,18-25,Casual,Tech,10
32922,33,single,m,socially,never,graduated from college/university,white,-1,30/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,25-34,california,336,70,5,28-38,Casual,Healthcare,9
32923,22,available,f,socially,,graduated from college/university,white,-1,15/03/2012,"san francisco, california",,,, california,18-24,california,226,94,1,18-27,Casual,Retail,3
32924,30,single,m,socially,,graduated from college/university,asian,100000,27/03/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,25-34,california,448,51,7,25-35,Marriage,Finance,8
32925,25,single,m,socially,,graduated from college/university,white,60000,16/05/2012,"san francisco, california",,when drinking,, california,25-34,california,240,81,3,20-30,Serious,Education,2
32926,29,single,f,socially,never,graduated from college/university,white,-1,28/06/2012,"san francisco, california",,no,, california,25-34,california,57,57,2,24-34,Casual,Finance,9
